Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Team Id,Team Name,Custom field (Vulnerability),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Create session management for logged-in users,QUIC-59,10320,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:32 PM,17/Jun/25 10:25 PM,,17/Jun/25 10:25 PM,17/Jun/25 12:00 AM,0,Implement session management to keep users logged in until they choose to log out. Ensure that the session is secure and maintains user authentication.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000en:,,,1.0,,,,,,10138,QUIC-9,Login to access account,Done,17/Jun/25 10:25 PM
Implement OTP verification process,QUIC-58,10319,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:32 PM,17/Jun/25 10:26 PM,,17/Jun/25 10:26 PM,18/Jun/25 12:00 AM,0,Develop the process to verify the OTP entered by the user. Ensure that the OTP matches the one sent to the user's phone and is within the valid time frame.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000ev:,,,2.0,,,,,,10138,QUIC-9,Login to access account,Done,17/Jun/25 10:26 PM
Implement resend OTP functionality,QUIC-57,10315,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:15 PM,10/Jul/25 8:09 PM,,,17/Jun/25 12:00 AM,0,Develop the feature that allows users to request a resend of the OTP PIN if they did not receive it initially.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000ef:,,,0.0,,,,,,10137,QUIC-8,OTP verification,In Progress,10/Jul/25 8:09 PM
Develop OTP verification logic,QUIC-56,10316,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:15 PM,17/Jun/25 10:26 PM,,17/Jun/25 10:26 PM,17/Jun/25 12:00 AM,0,Implement the backend logic to verify the OTP PIN entered by the user against the generated OTP to confirm the user's phone number.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000e7:,,,1.0,,,,,,10137,QUIC-8,OTP verification,Done,17/Jun/25 10:26 PM
Create OTP input field and validation,QUIC-55,10312,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:15 PM,07/Jul/25 11:15 AM,,,17/Jun/25 12:00 AM,0,Design and implement the OTP input field where users can enter the OTP PIN they received. Ensure that the input is validated correctly.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000dz:,,,0.0,,,,,,10137,QUIC-8,OTP verification,In Progress,07/Jul/25 11:15 AM
Design continue button and verification flow,QUIC-54,10313,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:15 PM,18/Jun/25 11:08 AM,,,17/Jun/25 12:00 AM,0,"Create the continue button that users can click after entering the OTP PIN, and ensure the flow leads to successful verification or an error message if the OTP is incorrect.",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000dr:,,,1.0,,,,,,10137,QUIC-8,OTP verification,In Progress,18/Jun/25 11:08 AM
Implement OTP generation and sending,QUIC-53,10311,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:15 PM,10/Jul/25 8:09 PM,,,17/Jun/25 12:00 AM,0,Develop the functionality to generate a unique OTP PIN and send it to the user's phone number after they input their phone number during sign-up.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000dj:,,,1.0,,,,,,10137,QUIC-8,OTP verification,In Progress,10/Jul/25 8:09 PM
Implement Backend Logic for Phone Number Registration,QUIC-52,10306,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:08 PM,17/Jun/25 10:21 PM,,17/Jun/25 10:21 PM,16/Jun/25 12:00 AM,0,Develop the backend functionality to handle phone number registration and linking to the Quickfleet account.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000cv:,,,1.0,,,,,,10100,QUIC-1,Sign up with phone number,Done,17/Jun/25 10:21 PM
Test Phone Number Sign Up Process,QUIC-51,10304,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Oladipupo Akindunbi,635fc38f7d4645af4f0331ee,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:08 PM,19/Jun/25 11:37 AM,,19/Jun/25 11:37 AM,,0,Conduct thorough testing to ensure the phone number sign-up process meets all acceptance criteria and functions correctly.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000db:,,,,,,,,,10100,QUIC-1,Sign up with phone number,Done,19/Jun/25 11:37 AM
Validate Phone Number Format,QUIC-49,10300,Subtask,QA,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,Done,Divine Idehen,712020:15e3613c-e48a-436e-be9f-95fcc39a42c4,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:08 PM,17/Jun/25 10:26 PM,,17/Jun/25 10:26 PM,16/Jun/25 12:00 AM,0,"h2. Summary

Implement validation logic for phone numbers. The phone number must be 11 digits long and include the Nigerian country code.

h2. Context

This issue focuses on ensuring that phone numbers entered into the system meet specific formatting requirements. The goal is to improve data integrity by validating phone numbers.

h2. Acceptance criteria

* Phone number must be exactly 11 digits.
* Phone number must include the Nigerian country code.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000cn:,,,1.0,,,,,,10100,QUIC-1,Sign up with phone number,Done,17/Jun/25 10:26 PM
Design User Interface for Phone Number Sign Up,QUIC-50,10302,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:08 PM,18/Jun/25 11:06 AM,,,16/Jun/25 12:00 AM,0,Create a user-friendly interface for users to input their phone number during the sign-up process.,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000d3:,,,1.0,,,,,,10100,QUIC-1,Sign up with phone number,In Progress,18/Jun/25 11:06 AM
Integrate Phone Number Verification Service,QUIC-48,10301,Subtask,Done,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,Etomu Gbenga Joshua,61fd566649fc43006952e766,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,16/Jun/25 3:08 PM,10/Jul/25 8:08 PM,,,17/Jun/25 12:00 AM,0,"h2. Summary

We need to integrate a phone number verification service. This service will confirm if a phone number is registered with a Nigerian provider and can receive messages.

h2. Context

The purpose of this integration is to ensure that users' phone numbers are valid and capable of receiving messages. This is crucial for communication and verification processes.

h2. Acceptance criteria

* The service must verify if the phone number is registered with a Nigerian phone service provider.
* The service must confirm that the phone number can receive messages.

h2. Other information

N/A",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000cf:,,,1.0,,,,,,10100,QUIC-1,Sign up with phone number,In Progress,10/Jul/25 8:08 PM
Dashboard,QUIC-47,10265,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,15/Jun/25 7:57 PM,15/Jun/25 7:57 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0002j:,,,,,,,,,,,,To Do,15/Jun/25 7:57 PM
Select delivery date and time,QUIC-46,10264,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,15/Jun/25 7:56 PM,15/Jun/25 7:56 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000c7:,,,,,,,,,,,,To Do,15/Jun/25 7:57 PM
Schedule delivery button,QUIC-45,10232,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,14/Jun/25 11:52 AM,14/Jun/25 11:52 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000bz:,,,,,,,,,10133,QUIC-4,Schedule Delivery Request,To Do,14/Jun/25 11:52 AM
In-app Chat,QUIC-44,10226,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 4:00 PM,13/Jun/25 4:00 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000br:,,,,,,,,,,,,To Do,13/Jun/25 4:00 PM
Customer Education,QUIC-43,10225,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 4:00 PM,13/Jun/25 4:00 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000bj:,,,,,,,,,,,,To Do,13/Jun/25 4:00 PM
Wait-time Estimation,QUIC-42,10224,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 3:59 PM,13/Jun/25 3:59 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000bb:,,,,,,,,,,,,To Do,13/Jun/25 3:59 PM
Rating & Reviews,QUIC-41,10223,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 3:59 PM,13/Jun/25 3:59 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000b3:,,,,,,,,,,,,To Do,13/Jun/25 3:59 PM
Instant Payment Processing,QUIC-40,10222,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 3:59 PM,13/Jun/25 3:59 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000av:,,,,,,,,,,,,To Do,13/Jun/25 3:59 PM
Real-Time GPS Tracking,QUIC-39,10221,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 3:58 PM,13/Jun/25 3:58 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000an:,,,,,,,,,,,,To Do,13/Jun/25 3:58 PM
Order Matching,QUIC-38,10220,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 3:58 PM,13/Jun/25 3:58 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000af:,,,,,,,,,,,,To Do,13/Jun/25 3:58 PM
Confirm & submit ride details,QUIC-37,10219,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:47 AM,13/Jun/25 9:47 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i000a7:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:47 AM
Summarize ride details,QUIC-36,10217,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:46 AM,13/Jun/25 9:46 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0009z:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:46 AM
View available riders,QUIC-35,10215,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:45 AM,13/Jun/25 9:45 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0009r:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:45 AM
Display Available truck type,QUIC-34,10213,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:45 AM,13/Jun/25 8:50 PM,,,,0,"As a user, I want to view the available truck types so that I can determine which one to choose from

*Acceptance Criteria*

* User can view available truck types
* User can select from the list of available trucks
* ",,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0009j:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:45 AM
Estimate delivery fare,QUIC-33,10211,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:44 AM,13/Jun/25 7:12 PM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0009b:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:44 AM
Share ride details,QUIC-32,10209,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:44 AM,13/Jun/25 9:44 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00093:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:44 AM
Share pick-up code with rider,QUIC-31,10207,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:44 AM,13/Jun/25 9:44 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0008v:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:44 AM
Pick Up Code,QUIC-30,10205,Epic,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:40 AM,13/Jun/25 9:40 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0008n:,,,,,,,,,,,,To Do,13/Jun/25 9:40 AM
Chat with rider,QUIC-29,10204,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:39 AM,13/Jun/25 9:39 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0008f:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:39 AM
Estimate rider arrival,QUIC-28,10202,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:38 AM,13/Jun/25 9:38 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00087:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:38 AM
View rider details,QUIC-27,10200,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:37 AM,13/Jun/25 9:37 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0007z:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:37 AM
Match with rider,QUIC-26,10198,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:32 AM,13/Jun/25 9:32 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0007r:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:32 AM
Search for Rider,QUIC-25,10196,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:31 AM,13/Jun/25 9:31 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0007j:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:31 AM
Payment type,QUIC-24,10194,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:31 AM,13/Jun/25 9:31 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0007b:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:31 AM
Payment method,QUIC-23,10192,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:30 AM,13/Jun/25 9:30 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i00073:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:30 AM
Choose delivery type,QUIC-22,10190,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:30 AM,13/Jun/25 9:30 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0006v:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:30 AM
Select vehicle type,QUIC-21,10188,Task,To Do,QUIC,QuickFleet,software,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,Medium,,,,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,Odenbridge Technologies,712020:08cab4df-fe21-466a-9645-f20eaeb11349,13/Jun/25 9:29 AM,13/Jun/25 9:29 AM,,,,0,,,Odenbridge Technologies,,,712020:08cab4df-fe21-466a-9645-f20eaeb11349,,,,,,,,,,,{},,0|i0006n:,,,,,,,,,10132,QUIC-3,Instant Delivery Request,To Do,13/Jun/25 9:29 AM
